 Projeção da População das Unidades da Federação por sexo e grupos de idade: 2000-2030
População residente por Sexo e Faixa Etária 1
Região: 1 Região Norte
Unidade da Federação: Acre
Período:2019
"Sexo";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 a 84 anos";"85 a 89 anos";"90 anos e mais";"Total"
"Masculino";42082;43798;45043;44760;41170;36966;34053;32504;26749;21661;17695;13729;10887;7817;5052;3176;1890;931;535;430498
"Feminino";40343;42331;43635;43231;40365;36541;33120;31951;26675;21709;17677;13888;10874;7911;5533;4072;2395;1216;726;424193
"Total";82425;86129;88678;87991;81535;73507;67173;64455;53424;43370;35372;27617;21761;15728;10585;7248;4285;2147;1261;854691
 Fonte:
 
 IBGE/Diretoria de Pesquisas. Coordenação de População e Indicadores Sociais. Gerência de Estudos e Análises da Dinâmica Demográfica.
 Projeção da população do Brasil e Unidades da Federação por sexo e idade para o período 2000-2030
 
